valor	parte	archivo	grupos_generados	primer_grupo_global	ultimo_grupo_global	primera_posicion_absoluta	siguiente_posicion_absoluta	estado
518	1	millon_valor_000518_parte_0001.txt	1000000	37000001	38000000	518	11268624861	COMPLETO
519	1	millon_valor_000519_parte_0001.txt	1000000	38000001	39000000	519	11272028758	COMPLETO
520	1	millon_valor_000520_parte_0001.txt	1000000	39000001	40000000	520	11271950403	COMPLETO
521	1	millon_valor_000521_parte_0001.txt	1000000	40000001	41000000	521	11269344395	COMPLETO
522	1	millon_valor_000522_parte_0001.txt	1000000	41000001	42000000	522	11267767816	COMPLETO
523	1	millon_valor_000523_parte_0001.txt	1000000	42000001	43000000	523	11273455623	COMPLETO
524	1	millon_valor_000524_parte_0001.txt	1000000	43000001	44000000	524	11274314749	COMPLETO
525	1	millon_valor_000525_parte_0001.txt	1000000	44000001	45000000	525	11269239245	COMPLETO
526	1	millon_valor_000526_parte_0001.txt	1000000	45000001	46000000	526	11268892702	COMPLETO
527	1	millon_valor_000527_parte_0001.txt	1000000	46000001	47000000	527	11272311650	COMPLETO
528	1	millon_valor_000528_parte_0001.txt	1000000	47000001	48000000	528	11272594106	COMPLETO
529	1	millon_valor_000529_parte_0001.txt	1000000	48000001	49000000	529	11269212383	COMPLETO
530	1	millon_valor_000530_parte_0001.txt	1000000	49000001	50000000	530	11271710444	COMPLETO
531	1	millon_valor_000531_parte_0001.txt	1000000	50000001	51000000	531	11270333208	COMPLETO
532	1	millon_valor_000532_parte_0001.txt	1000000	51000001	52000000	532	11271664529	COMPLETO
533	1	millon_valor_000533_parte_0001.txt	1000000	52000001	53000000	533	11270052550	COMPLETO
534	1	millon_valor_000534_parte_0001.txt	1000000	53000001	54000000	534	11272077846	COMPLETO
535	1	millon_valor_000535_parte_0001.txt	1000000	54000001	55000000	535	11271013542	COMPLETO
536	1	millon_valor_000536_parte_0001.txt	1000000	55000001	56000000	536	11267069334	COMPLETO
537	1	millon_valor_000537_parte_0001.txt	1000000	56000001	57000000	537	11273445266	COMPLETO
538	1	millon_valor_000538_parte_0001.txt	1000000	57000001	58000000	538	11272217948	COMPLETO
539	1	millon_valor_000539_parte_0001.txt	1000000	58000001	59000000	539	11269267077	COMPLETO
540	1	millon_valor_000540_parte_0001.txt	1000000	59000001	60000000	540	11272486553	COMPLETO
541	1	millon_valor_000541_parte_0001.txt	1000000	60000001	61000000	541	11270909376	COMPLETO
542	1	millon_valor_000542_parte_0001.txt	1000000	61000001	62000000	542	11266668432	COMPLETO
543	1	millon_valor_000543_parte_0001.txt	1000000	62000001	63000000	543	11272779924	COMPLETO
544	1	millon_valor_000544_parte_0001.txt	1000000	63000001	64000000	544	11269097621	COMPLETO
545	1	millon_valor_000545_parte_0001.txt	1000000	64000001	65000000	545	11269586752	COMPLETO
546	1	millon_valor_000546_parte_0001.txt	1000000	65000001	66000000	546	11271474517	COMPLETO
547	1	millon_valor_000547_parte_0001.txt	1000000	66000001	67000000	547	11270432893	COMPLETO
548	1	millon_valor_000548_parte_0001.txt	1000000	67000001	68000000	548	11272892579	COMPLETO
549	1	millon_valor_000549_parte_0001.txt	1000000	68000001	69000000	549	11268879088	COMPLETO
550	1	millon_valor_000550_parte_0001.txt	1000000	69000001	70000000	550	11269530452	COMPLETO
551	1	millon_valor_000551_parte_0001.txt	1000000	70000001	71000000	551	11269333415	COMPLETO
552	1	millon_valor_000552_parte_0001.txt	1000000	71000001	72000000	552	11272612605	COMPLETO
553	1	millon_valor_000553_parte_0001.txt	1000000	72000001	73000000	553	11270848261	COMPLETO
554	1	millon_valor_000554_parte_0001.txt	1000000	73000001	74000000	554	11268855656	COMPLETO
555	1	millon_valor_000555_parte_0001.txt	1000000	74000001	75000000	555	11269408601	COMPLETO
556	1	millon_valor_000556_parte_0001.txt	1000000	75000001	76000000	556	11272801930	COMPLETO
557	1	millon_valor_000557_parte_0001.txt	1000000	76000001	77000000	557	11270402087	COMPLETO
558	1	millon_valor_000558_parte_0001.txt	1000000	77000001	78000000	558	11267724555	COMPLETO
559	1	millon_valor_000559_parte_0001.txt	1000000	78000001	79000000	559	11270214365	COMPLETO
560	1	millon_valor_000560_parte_0001.txt	1000000	79000001	80000000	560	11271972915	COMPLETO
561	1	millon_valor_000561_parte_0001.txt	1000000	80000001	81000000	561	11270201864	COMPLETO
562	1	millon_valor_000562_parte_0001.txt	1000000	81000001	82000000	562	11267089239	COMPLETO
563	1	millon_valor_000563_parte_0001.txt	1000000	82000001	83000000	563	11271747946	COMPLETO
564	1	millon_valor_000564_parte_0001.txt	1000000	83000001	84000000	564	11270482505	COMPLETO
565	1	millon_valor_000565_parte_0001.txt	1000000	84000001	85000000	565	11268305030	COMPLETO
566	1	millon_valor_000566_parte_0001.txt	1000000	85000001	86000000	566	11273086333	COMPLETO
567	1	millon_valor_000567_parte_0001.txt	1000000	86000001	87000000	567	11267651727	COMPLETO
568	1	millon_valor_000568_parte_0001.txt	1000000	87000001	88000000	568	11273671672	COMPLETO
569	1	millon_valor_000569_parte_0001.txt	1000000	88000001	89000000	569	11268596936	COMPLETO
570	1	millon_valor_000570_parte_0001.txt	1000000	89000001	90000000	570	11270354325	COMPLETO
571	1	millon_valor_000571_parte_0001.txt	1000000	90000001	91000000	571	11269014048	COMPLETO
572	1	millon_valor_000572_parte_0001.txt	1000000	91000001	92000000	572	11269600916	COMPLETO
573	1	millon_valor_000573_parte_0001.txt	1000000	92000001	93000000	573	11272275532	COMPLETO
574	1	millon_valor_000574_parte_0001.txt	1000000	93000001	94000000	574	11269300727	COMPLETO
575	1	millon_valor_000575_parte_0001.txt	1000000	94000001	95000000	575	11273897226	COMPLETO
576	1	millon_valor_000576_parte_0001.txt	1000000	95000001	96000000	576	11273728902	COMPLETO
577	1	millon_valor_000577_parte_0001.txt	1000000	96000001	97000000	577	11270397343	COMPLETO
578	1	millon_valor_000578_parte_0001.txt	1000000	97000001	98000000	578	11267720365	COMPLETO
579	1	millon_valor_000579_parte_0001.txt	1000000	98000001	99000000	579	11272065933	COMPLETO
580	1	millon_valor_000580_parte_0001.txt	1000000	99000001	100000000	580	11272590284	COMPLETO
581	1	millon_valor_000581_parte_0001.txt	1000000	100000001	101000000	581	11272534827	COMPLETO
582	1	millon_valor_000582_parte_0001.txt	1000000	101000001	102000000	582	11273500184	COMPLETO
583	1	millon_valor_000583_parte_0001.txt	1000000	102000001	103000000	583	11269593983	COMPLETO
584	1	millon_valor_000584_parte_0001.txt	1000000	103000001	104000000	584	11267119729	COMPLETO
585	1	millon_valor_000585_parte_0001.txt	1000000	104000001	105000000	585	11270741902	COMPLETO
586	1	millon_valor_000586_parte_0001.txt	1000000	105000001	106000000	586	11267398312	COMPLETO
587	1	millon_valor_000587_parte_0001.txt	1000000	106000001	107000000	587	11270702650	COMPLETO
588	1	millon_valor_000588_parte_0001.txt	1000000	107000001	108000000	588	11270575985	COMPLETO
589	1	millon_valor_000589_parte_0001.txt	1000000	108000001	109000000	589	11270082116	COMPLETO
590	1	millon_valor_000590_parte_0001.txt	1000000	109000001	110000000	590	11271017130	COMPLETO
591	1	millon_valor_000591_parte_0001.txt	1000000	110000001	111000000	591	11271792299	COMPLETO
592	1	millon_valor_000592_parte_0001.txt	1000000	111000001	112000000	592	11270608486	COMPLETO
593	1	millon_valor_000593_parte_0001.txt	1000000	112000001	113000000	593	11270999374	COMPLETO
594	1	millon_valor_000594_parte_0001.txt	1000000	113000001	114000000	594	11270224565	COMPLETO
595	1	millon_valor_000595_parte_0001.txt	1000000	114000001	115000000	595	11271290270	COMPLETO
596	1	millon_valor_000596_parte_0001.txt	1000000	115000001	116000000	596	11269872071	COMPLETO
597	1	millon_valor_000597_parte_0001.txt	1000000	116000001	117000000	597	11270062475	COMPLETO
