valor	parte	archivo	grupos_generados	primer_grupo_global	ultimo_grupo_global	primera_posicion_absoluta	siguiente_posicion_absoluta	estado
299	1	millon_valor_000299_parte_0001.txt	1000000	23000001	24000000	299	11268264462	COMPLETO
300	1	millon_valor_000300_parte_0001.txt	1000000	24000001	25000000	300	11274551497	COMPLETO
301	1	millon_valor_000301_parte_0001.txt	1000000	25000001	26000000	301	11270438433	COMPLETO
302	1	millon_valor_000302_parte_0001.txt	1000000	26000001	27000000	302	11268929172	COMPLETO
303	1	millon_valor_000303_parte_0001.txt	1000000	27000001	28000000	303	11267705310	COMPLETO
304	1	millon_valor_000304_parte_0001.txt	1000000	28000001	29000000	304	11272387322	COMPLETO
305	1	millon_valor_000305_parte_0001.txt	1000000	29000001	30000000	305	11270757866	COMPLETO
306	1	millon_valor_000306_parte_0001.txt	1000000	30000001	31000000	306	11269063257	COMPLETO
307	1	millon_valor_000307_parte_0001.txt	1000000	31000001	32000000	307	11272350963	COMPLETO
308	1	millon_valor_000308_parte_0001.txt	1000000	32000001	33000000	308	11268535753	COMPLETO
309	1	millon_valor_000309_parte_0001.txt	1000000	33000001	34000000	309	11272093183	COMPLETO
310	1	millon_valor_000310_parte_0001.txt	1000000	34000001	35000000	310	11273283228	COMPLETO
311	1	millon_valor_000311_parte_0001.txt	1000000	35000001	36000000	311	11271753224	COMPLETO
312	1	millon_valor_000312_parte_0001.txt	1000000	36000001	37000000	312	11269903639	COMPLETO
313	1	millon_valor_000313_parte_0001.txt	1000000	37000001	38000000	313	11272821158	COMPLETO
314	1	millon_valor_000314_parte_0001.txt	1000000	38000001	39000000	314	11273974565	COMPLETO
315	1	millon_valor_000315_parte_0001.txt	1000000	39000001	40000000	315	11270509745	COMPLETO
316	1	millon_valor_000316_parte_0001.txt	1000000	40000001	41000000	316	11268786843	COMPLETO
317	1	millon_valor_000317_parte_0001.txt	1000000	41000001	42000000	317	11272476690	COMPLETO
318	1	millon_valor_000318_parte_0001.txt	1000000	42000001	43000000	318	11273785126	COMPLETO
319	1	millon_valor_000319_parte_0001.txt	1000000	43000001	44000000	319	11264965531	COMPLETO
320	1	millon_valor_000320_parte_0001.txt	1000000	44000001	45000000	320	11273776175	COMPLETO
321	1	millon_valor_000321_parte_0001.txt	1000000	45000001	46000000	321	11270676479	COMPLETO
322	1	millon_valor_000322_parte_0001.txt	1000000	46000001	47000000	322	11272446003	COMPLETO
323	1	millon_valor_000323_parte_0001.txt	1000000	47000001	48000000	323	11271247439	COMPLETO
324	1	millon_valor_000324_parte_0001.txt	1000000	48000001	49000000	324	11271566043	COMPLETO
325	1	millon_valor_000325_parte_0001.txt	1000000	49000001	50000000	325	11268687511	COMPLETO
326	1	millon_valor_000326_parte_0001.txt	1000000	50000001	51000000	326	11270007912	COMPLETO
327	1	millon_valor_000327_parte_0001.txt	1000000	51000001	52000000	327	11270865279	COMPLETO
328	1	millon_valor_000328_parte_0001.txt	1000000	52000001	53000000	328	11270287771	COMPLETO
329	1	millon_valor_000329_parte_0001.txt	1000000	53000001	54000000	329	11268471733	COMPLETO
330	1	millon_valor_000330_parte_0001.txt	1000000	54000001	55000000	330	11268047125	COMPLETO
331	1	millon_valor_000331_parte_0001.txt	1000000	55000001	56000000	331	11269162862	COMPLETO
332	1	millon_valor_000332_parte_0001.txt	1000000	56000001	57000000	332	11273467948	COMPLETO
333	1	millon_valor_000333_parte_0001.txt	1000000	57000001	58000000	333	11272084275	COMPLETO
334	1	millon_valor_000334_parte_0001.txt	1000000	58000001	59000000	334	11268765111	COMPLETO
335	1	millon_valor_000335_parte_0001.txt	1000000	59000001	60000000	335	11271422642	COMPLETO
336	1	millon_valor_000336_parte_0001.txt	1000000	60000001	61000000	336	11270361725	COMPLETO
337	1	millon_valor_000337_parte_0001.txt	1000000	61000001	62000000	337	11270307398	COMPLETO
338	1	millon_valor_000338_parte_0001.txt	1000000	62000001	63000000	338	11269069162	COMPLETO
339	1	millon_valor_000339_parte_0001.txt	1000000	63000001	64000000	339	11270020592	COMPLETO
340	1	millon_valor_000340_parte_0001.txt	1000000	64000001	65000000	340	11268298454	COMPLETO
341	1	millon_valor_000341_parte_0001.txt	1000000	65000001	66000000	341	11270827696	COMPLETO
342	1	millon_valor_000342_parte_0001.txt	1000000	66000001	67000000	342	11268269423	COMPLETO
343	1	millon_valor_000343_parte_0001.txt	1000000	67000001	68000000	343	11269883175	COMPLETO
344	1	millon_valor_000344_parte_0001.txt	1000000	68000001	69000000	344	11268537261	COMPLETO
345	1	millon_valor_000345_parte_0001.txt	1000000	69000001	70000000	345	11268991454	COMPLETO
346	1	millon_valor_000346_parte_0001.txt	1000000	70000001	71000000	346	11269713741	COMPLETO
347	1	millon_valor_000347_parte_0001.txt	1000000	71000001	72000000	347	11270317180	COMPLETO
348	1	millon_valor_000348_parte_0001.txt	1000000	72000001	73000000	348	11271676366	COMPLETO
349	1	millon_valor_000349_parte_0001.txt	1000000	73000001	74000000	349	11271578582	COMPLETO
350	1	millon_valor_000350_parte_0001.txt	1000000	74000001	75000000	350	11271811010	COMPLETO
351	1	millon_valor_000351_parte_0001.txt	1000000	75000001	76000000	351	11271836320	COMPLETO
352	1	millon_valor_000352_parte_0001.txt	1000000	76000001	77000000	352	11271809101	COMPLETO
353	1	millon_valor_000353_parte_0001.txt	1000000	77000001	78000000	353	11270856293	COMPLETO
354	1	millon_valor_000354_parte_0001.txt	1000000	78000001	79000000	354	11271774197	COMPLETO
355	1	millon_valor_000355_parte_0001.txt	1000000	79000001	80000000	355	11270197881	COMPLETO
356	1	millon_valor_000356_parte_0001.txt	1000000	80000001	81000000	356	11269197940	COMPLETO
357	1	millon_valor_000357_parte_0001.txt	1000000	81000001	82000000	357	11271755861	COMPLETO
358	1	millon_valor_000358_parte_0001.txt	1000000	82000001	83000000	358	11269489149	COMPLETO
359	1	millon_valor_000359_parte_0001.txt	1000000	83000001	84000000	359	11268140602	COMPLETO
360	1	millon_valor_000360_parte_0001.txt	1000000	84000001	85000000	360	11272559943	COMPLETO
361	1	millon_valor_000361_parte_0001.txt	1000000	85000001	86000000	361	11268532387	COMPLETO
362	1	millon_valor_000362_parte_0001.txt	1000000	86000001	87000000	362	11268874035	COMPLETO
363	1	millon_valor_000363_parte_0001.txt	1000000	87000001	88000000	363	11270382503	COMPLETO
364	1	millon_valor_000364_parte_0001.txt	1000000	88000001	89000000	364	11272437871	COMPLETO
365	1	millon_valor_000365_parte_0001.txt	1000000	89000001	90000000	365	11272566427	COMPLETO
366	1	millon_valor_000366_parte_0001.txt	1000000	90000001	91000000	366	11269790173	COMPLETO
367	1	millon_valor_000367_parte_0001.txt	1000000	91000001	92000000	367	11270783249	COMPLETO
368	1	millon_valor_000368_parte_0001.txt	1000000	92000001	93000000	368	11267678962	COMPLETO
369	1	millon_valor_000369_parte_0001.txt	1000000	93000001	94000000	369	11269927845	COMPLETO
370	1	millon_valor_000370_parte_0001.txt	1000000	94000001	95000000	370	11266786046	COMPLETO
371	1	millon_valor_000371_parte_0001.txt	1000000	95000001	96000000	371	11272086683	COMPLETO
372	1	millon_valor_000372_parte_0001.txt	1000000	96000001	97000000	372	11270852795	COMPLETO
373	1	millon_valor_000373_parte_0001.txt	1000000	97000001	98000000	373	11269936347	COMPLETO
374	1	millon_valor_000374_parte_0001.txt	1000000	98000001	99000000	374	11271249550	COMPLETO
375	1	millon_valor_000375_parte_0001.txt	1000000	99000001	100000000	375	11270848797	COMPLETO
376	1	millon_valor_000376_parte_0001.txt	1000000	100000001	101000000	376	11269568526	COMPLETO
377	1	millon_valor_000377_parte_0001.txt	1000000	101000001	102000000	377	11273270066	COMPLETO
378	1	millon_valor_000378_parte_0001.txt	1000000	102000001	103000000	378	11271159516	COMPLETO
379	1	millon_valor_000379_parte_0001.txt	1000000	103000001	104000000	379	11266705018	COMPLETO
380	1	millon_valor_000380_parte_0001.txt	1000000	104000001	105000000	380	11266075723	COMPLETO
